,potentialid,contract_city,contract_state,address,retailer_id,approval_date,expiry_date,cf_pot_nganh_hang,lat,lng,House_number,Street,Ward,District,City,progress
744,,,,,,,,,10.69784,106.68604,5,Đường Ấp 4,Xã Phước Lộc,Huyện Nhà Bè,Hồ Chí Minh,True
745,,,,,,,,,10.75738,106.71037,129,Đường Xóm Chiếu,Phường 16,Quận 4,Hồ Chí Minh,True
746,,,,,,,,,10.8327,106.6842,51,Hẻm C Đường Số 4,Phường 7,Quận Gò Vấp,Hồ Chí Minh,True
747,,,,,,,,,10.76205,106.7024,237/4,Hẻm 237 Hoàng Diệu,Phường 8,Quận 4,Hồ Chí Minh,True
748,,,,,,,,,10.75702,106.70342,19,Đường Số 19,Phường 4,Quận 4,Hồ Chí Minh,True
749,,,,,,,,,10.75737,106.70575,242/8,Hẻm 242 Tôn Đản,Phường 8,Quận 4,Hồ Chí Minh,True
750,,,,,,,,,10.76534,106.70591,42/33,Hẻm 42 Hoàng Diệu,Phường 13,Quận 4,Hồ Chí Minh,True
751,,,,,,,,,,,,,,,,True
752,,,,,,,,,10.76377,106.70328,,Đường Đoàn Văn Bơ,Phường 13,Quận 4,Hồ Chí Minh,True
753,,,,,,,,,10.75691,106.70452,21,Đường Số 21,Phường 4,Quận 4,Hồ Chí Minh,True
754,,,,,,,,,10.72353,106.61991,168,Đường An Dương Vương,Phường 16,Quận 8,Hồ Chí Minh,True
755,,,,,,,,,10.91776,106.73141,,Phố Bình Đáng,Phường Bình Hòa,Thuận An,Bình Dương,True
756,,,,,,,,,10.76576,106.70414,20/1,Hẻm 20 Nguyễn Trường Tộ,Phường 13,Quận 4,Hồ Chí Minh,True
757,,,,,,,,,10.73887,106.7102,500,Đường Nguyễn Thị Thập,Phường Tân Phong,Quận 7,Hồ Chí Minh,True
758,,,,,,,,,10.75298,106.69169,1,Đường Tôn Thất Thuyết,Phường 1,Quận 4,Hồ Chí Minh,True
759,,,,,,,,,10.7565,106.6918,346,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
760,,,,,,,,,10.76416,106.70454,,,,Quận 4,Hồ Chí Minh,True
761,,,,,,,,,10.75892,106.70011,10A,Đường Số 10C,Phường 6,Quận 4,Hồ Chí Minh,True
762,,,,,,,,,58.75322,17.00927,,,,,,True
763,,,,,,,,,10.76135,106.70658,320/58,Hẻm 320 Đoàn Văn Bơ,Phường 10,Quận 4,Hồ Chí Minh,True
764,,,,,,,,,10.75902,106.71093,575,Đường Đoàn Văn Bơ,Phường 14,Quận 4,Hồ Chí Minh,True
765,,,,,,,,,10.7628,106.70458,132,Đường Đoàn Văn Bơ,Phường 13,Quận 4,Hồ Chí Minh,True
766,,,,,,,,,10.75851,106.7003,17,Đường Số 41,Phường 6,Quận 4,Hồ Chí Minh,True
767,,,,,,,,,10.83773,106.76076,33,Đường Số 4,Phường Trường Thọ,Thủ Đức,Hồ Chí Minh,True
768,,,,,,,,,10.75652,106.7034,,Đường Số 7,Phường 4,Quận 4,Hồ Chí Minh,True
769,,,,,,,,,10.76473,106.70146,80A,Đường Bến Vân Đồn,Phường 9,Quận 4,Hồ Chí Minh,True
770,,,,,,,,,10.76222,106.70248,229,Đường Hoàng Diệu,Phường 8,Quận 4,Hồ Chí Minh,True
771,,,,,,,,,10.74954,106.68802,46,Cầu Nguyễn Văn Cừ,Phường 2,Quận 8,Hồ Chí Minh,True
772,,,,,,,,,10.76479,106.70606,50,Đường Hoàng Diệu,Phường 13,Quận 4,Hồ Chí Minh,True
773,,,,,,,,,10.75459,106.70312,78/50,Hẻm 78 Khánh Hội,Phường 4,Quận 4,Hồ Chí Minh,True
774,,,,,,,,,10.75684,106.6957,277/107,Đường Bến Vân Đồn,Phường 2,Quận 4,Hồ Chí Minh,True
775,,,,,,,,,10.75297,106.69337,,Đường Tôn Thất Thuyết,Phường 1,Quận 4,Hồ Chí Minh,True
776,,,,,,,,,10.75695,106.70629,225,Đường Tôn Đản,Phường 15,Quận 4,Hồ Chí Minh,True
777,,,,,,,,,12.67939,108.0446,,,,,Đắk Lắk,True
778,,,,,,,,,10.78536,106.65105,,Đường Lạc Long Quân,Phường 8,Quận Tân Bình,Hồ Chí Minh,True
779,,,,,,,,,10.75838,106.70657,174-176,Đường Tôn Đản,Phường 8,Quận 4,Hồ Chí Minh,True
780,,,,,,,,,10.75767,106.70242,16/2,Đường Số 13,Phường 4,Quận 4,Hồ Chí Minh,True
781,,,,,,,,,10.76392,106.70685,40,Đường Lê Văn Linh,Phường 13,Quận 4,Hồ Chí Minh,True
782,,,,,,,,,10.71096,106.6187,2,Đường An Dương Vương,Phường 16,Quận 8,Hồ Chí Minh,True
783,,,,,,,,,10.7551,106.71835,504,Đường Nguyễn Tất Thành,Phường 18,Quận 4,Hồ Chí Minh,True
784,,,,,,,,,10.7565,106.6918,346,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
785,,,,,,,,,10.75675,106.69139,348,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
786,,,,,,,,,10.76326,106.70815,117A,Đường Nguyễn Tất Thành,Phường 13,Quận 4,Hồ Chí Minh,True
787,,,,,,,,,10.78151,106.66904,,Hồ Bá Kiện,Phường 15,Quận 10,Hồ Chí Minh,True
788,,,,,,,,,10.76365,106.69964,132,Đường Bến Vân Đồn,Phường 6,Quận 4,Hồ Chí Minh,True
789,,,,,,,,,16.05483,108.22064,30,Đường Nguyễn Bá Học,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,True
790,,,,,,,,,12.25742,109.08591,2,Đường Lạc Thạnh,Xã Diên Thạnh,Huyện Diên Khánh,Khánh Hòa,True
791,,,,,,,,,9.18892,105.12742,129,Đường Lý Văn Lâm,Phường 1,Cà Mau,Cà Mau,True
792,,,,,,,,,10.75468,106.68916,S360/5,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
793,,,,,,,,,10.76374,106.70773,140,Đường Nguyễn Tất Thành,Phường 13,Quận 4,Hồ Chí Minh,True
794,,,,,,,,,10.8127,106.72153,415,Đường Thanh Đa,Phường 27,Quận Bình Thạnh,Hồ Chí Minh,True
795,,,,,,,,,,,,,,,,True
796,,,,,,,,,10.76342,106.70666,,Đường Lê Văn Linh,Phường 13,Quận 4,Hồ Chí Minh,True
797,,,,,,,,,10.75885,106.69958,20,Đường Số 41,Phường 6,Quận 4,Hồ Chí Minh,True
798,,,,,,,,,10.74697,106.64834,,Đường Mai Xuân Thưởng,Phường 4,Quận 6,Hồ Chí Minh,True
799,,,,,,,,,10.76266,106.69848,155,Đường Bến Vân Đồn,Phường 6,Quận 4,Hồ Chí Minh,True
800,,,,,,,,,10.75338,106.71415,64,Đường Tôn Thất Thuyết,Phường 16,Quận 4,Hồ Chí Minh,True
801,,,,,,,,,10.75982,106.71117,46/12/25,Đường Xóm Chiếu,Phường 13,Quận 4,Hồ Chí Minh,True
802,,,,,,,,,10.74456,106.65071,3,Đường Cao Văn Lầu,Phường 1,Quận 6,Hồ Chí Minh,True
803,,,,,,,,,10.06407,105.73289,,,Cần Thơ,Quận Bình Thủy,Cần Thơ,True
804,,,,,,,,,10.76415,106.70656,43/8,Hẻm 43 Hoàng Diệu,Phường 13,Quận 4,Hồ Chí Minh,True
805,,,,,,,,,10.75937,106.69934,97,Đường Số 45,Phường 6,Quận 4,Hồ Chí Minh,True
806,,,,,,,,,10.75877,106.7095,538/21,Hẻm 538 Đoàn Văn Bơ,Phường 14,Quận 4,Hồ Chí Minh,True
807,,,,,,,,,10.76652,106.70647,28,Đường Nguyễn Tất Thành,Phường 13,Quận 4,Hồ Chí Minh,True
808,,,,,,,,,10.80479,106.7309,47/1/7,Hẻm 47/1 Đường Quốc Hương,Phường Thảo Điền,Thủ Đức,Hồ Chí Minh,True
809,,,,,,,,,10.69022,105.43474,,Cầu Phú Thành,Xã Phú Thành A,Huyện Tam Nông,Đồng Tháp,True
810,,,,,,,,,10.76059,106.70703,72/2B,Đường Tôn Đản,Phường 14,Quận 4,Hồ Chí Minh,True
811,,,,,,,,,10.75966,106.70927,500/11,Hẻm 500 Đường Đoàn Văn Bơ,Phường 14,Quận 4,Hồ Chí Minh,True
812,,,,,,,,,10.7577,106.70267,31/17,Đường Số 13,Phường 4,Quận 4,Hồ Chí Minh,True
813,,,,,,,,,10.75511,106.69432,,Đường Nguyễn Khoái,Phường 2,Quận 4,Hồ Chí Minh,True
814,,,,,,,,,10.75547,106.71103,78/22/34,Hẻm 29 Đường Tôn Thất Thuyết,Phường 16,Quận 4,Hồ Chí Minh,True
815,,,,,,,,,10.76531,106.70394,20/23,Hẻm 20 Nguyễn Trường Tộ,Phường 13,Quận 4,Hồ Chí Minh,True
816,,,,,,,,,10.75309,106.69687,258,Đường Tôn Thất Thuyết,Phường 3,Quận 4,Hồ Chí Minh,True
817,,,,,,,,,10.75503,106.69112,360B,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
818,,,,,,,,,10.75543,106.71702,,Nguyễn Thần Hiến,Phường 18,Quận 4,Hồ Chí Minh,True
819,,,,,,,,,10.75917,106.70013,3,Đường Tân Vĩnh,Phường 6,Quận 4,Hồ Chí Minh,True
820,,,,,,,,,10.78131,106.70542,15/14,Hẻm 15 Lê Thánh Tôn,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True
821,,,,,,,,,,,,,,,,True
822,,,,,,,,,10.76405,106.70146,20/136,Đường Vĩnh Khánh,Phường 9,Quận 4,Hồ Chí Minh,True
823,,,,,,,,,10.88836,106.5964,,,,Huyện Hóc Môn,Hồ Chí Minh,True
824,,,,,,,,,10.86667,106.62718,,,Phường Tân Chánh Hiệp,Quận 12,Hồ Chí Minh,True
825,,,,,,,,,10.76003,106.69961,62,Đường Tân Vĩnh,Phường 6,Quận 4,Hồ Chí Minh,True
826,,,,,,,,,10.76162,106.70162,,Đường Hoàng Diệu,Phường 9,Quận 4,Hồ Chí Minh,True
827,,,,,,,,,10.76071,106.70738,,Đường Tôn Đản,Phường 10,Quận 4,Hồ Chí Minh,True
828,,,,,,,,,10.7565,106.6918,346,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
829,,,,,,,,,10.79783,106.68039,289/2/19,Hẻm 289 Phan Đình Phùng,Phường 15,Quận Phú Nhuận,Hồ Chí Minh,True
830,,,,,,,,,10.76193,106.7068,303/57,Đường Đoàn Văn Bơ,Phường 13,Quận 4,Hồ Chí Minh,True
831,,,,,,,,,10.7565,106.6918,346,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
832,,,,,,,,,10.75891,106.71103,,Đường Đoàn Văn Bơ,Phường 14,Quận 4,Hồ Chí Minh,True
833,,,,,,,,,10.75416,106.68995,360C/28A,Hẻm 360C Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
834,,,,,,,,,10.75821,106.6938,303/7,Đường Bến Vân Đồn,Phường 2,Quận 4,Hồ Chí Minh,True
835,,,,,,,,,10.75873,106.7114,,Đường Đoàn Văn Bơ,Phường 18,Quận 4,Hồ Chí Minh,True
836,,,,,,,,,10.75315,106.70351,,Đường Tôn Thất Thuyết,Phường 4,Quận 4,Hồ Chí Minh,True
837,,,,,,,,,10.76364,106.70186,2,Đường Vĩnh Khánh,Phường 9,Quận 4,Hồ Chí Minh,True
838,,,,,,,,,10.77738,106.62407,,Hẻm 102/37 Bình Long,Phường Phú Thạnh,Quận Tân Phú,Hồ Chí Minh,True
839,,,,,,,,,10.76084,106.7015,Q12,Đường Nguyễn Hữu Hào,Phường 8,Quận 4,Hồ Chí Minh,True
840,,,,,,,,,10.75394,106.69969,209/10/5,Hẻm 209 Tôn Thất Thuyết,Phường 3,Quận 4,Hồ Chí Minh,True
841,,,,,,,,,10.75954,106.69721,224/68,Đường Bến Vân Đồn,Phường 2,Quận 4,Hồ Chí Minh,True
842,,,,,,,,,10.79693,106.64893,B3,Đường A4,Phường 12,Quận Tân Bình,Hồ Chí Minh,True
843,,,,,,,,,,,,,,,,True
844,,,,,,,,,10.75842,106.71157,6,Đường Đoàn Văn Bơ,Phường 18,Quận 4,Hồ Chí Minh,True
845,,,,,,,,,10.76471,106.70226,9,Đường Đoàn Văn Bơ,Phường 13,Quận 4,Hồ Chí Minh,True
846,,,,,,,,,10.75874,106.69953,,Đường Số 41,Phường 6,Quận 4,Hồ Chí Minh,True
847,,,,,,,,,11.33866,106.82407,,,Xã An Bình,Huyện Phú Giáo,Bình Dương,True
848,,,,,,,,,10.76234,106.70745,12,Đường Tôn Đản,Phường 13,Quận 4,Hồ Chí Minh,True
849,,,,,,,,,10.76365,106.69964,132,Đường Bến Vân Đồn,Phường 6,Quận 4,Hồ Chí Minh,True
850,,,,,,,,,10.75543,106.71702,,Nguyễn Thần Hiến,Phường 18,Quận 4,Hồ Chí Minh,True
851,,,,,,,,,10.76312,106.7042,115A,Đường Đoàn Văn Bơ,Phường 9,Quận 4,Hồ Chí Minh,True
852,,,,,,,,,10.79278,106.63486,90,Đường Nguyễn Trường Tộ,Phường Tân Thành,Quận Tân Phú,Hồ Chí Minh,True
853,,,,,,,,,10.76145,106.69808,183/14,Hẻm 183 Bến Vân Đồn,Phường 6,Quận 4,Hồ Chí Minh,True
854,,,,,,,,,,,,,,,,True
855,,,,,,,,,10.75363,106.7065,165/63,Đường Tôn Thất Thuyết,Phường 15,Quận 4,Hồ Chí Minh,True
856,,,,,,,,,10.7549,106.68943,360,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
857,,,,,,,,,10.76229,106.70824,1,Đường Tôn Đản,Phường 13,Quận 4,Hồ Chí Minh,True
858,,,,,,,,,10.7565,106.6918,346,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
859,,,,,,,,,10.76162,106.70162,,Đường Hoàng Diệu,Phường 9,Quận 4,Hồ Chí Minh,True
860,,,,,,,,,10.76325,106.7037,139,Đường Hoàng Diệu,Phường 9,Quận 4,Hồ Chí Minh,True
861,,,,,,,,,,,,,,,,True
862,,,,,,,,,,,,,,,,True
863,,,,,,,,,10.7565,106.6918,346,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
864,,,,,,,,,10.76058,106.70608,122/34/4/12,Hẻm 122/34 Tôn Đản,Phường 10,Quận 4,Hồ Chí Minh,True
865,,,,,,,,,10.7551,106.71835,504,Đường Nguyễn Tất Thành,Phường 18,Quận 4,Hồ Chí Minh,True
866,,,,,,,,,10.76243,106.7082,4,Đường Tôn Đản,Phường 13,Quận 4,Hồ Chí Minh,True
867,,,,,,,,,10.76365,106.69964,132,Đường Bến Vân Đồn,Phường 6,Quận 4,Hồ Chí Minh,True
868,,,,,,,,,10.7565,106.6918,346,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
869,,,,,,,,,10.75998,106.69886,384,Đường Hoàng Diệu,Phường 6,Quận 4,Hồ Chí Minh,True
870,,,,,,,,,10.75729,106.71028,B133,Đường Xóm Chiếu,Phường 16,Quận 4,Hồ Chí Minh,True
871,,,,,,,,,10.75978,106.70638,122/9B,Hẻm 122 Tôn Đản,Phường 10,Quận 4,Hồ Chí Minh,True
872,,,,,,,,,10.75878,106.70265,65,Hẻm 129F/186 Bến Vân Đồn,Phường 8,Quận 4,Hồ Chí Minh,True
873,,,,,,,,,10.76488,106.7016,6,Đường Đoàn Văn Bơ,Phường 9,Quận 4,Hồ Chí Minh,True
874,,,,,,,,,10.84073,106.78602,65/28,Hẻm 65 Đường Số 2,Phường Tăng Nhơn Phú B,Thủ Đức,Hồ Chí Minh,True
875,,,,,,,,,10.74152,106.67147,15,Đường Số 15,Phường 4,Quận 8,Hồ Chí Minh,True
876,,,,,,,,,,,,,,,,True
877,,,,,,,,,10.76142,106.70271,237/42/5,Đường Vĩnh Khánh,Phường 8,Quận 4,Hồ Chí Minh,True
878,,,,,,,,,10.75613,106.70262,5,Đường Vĩnh Hội,Phường 4,Quận 4,Hồ Chí Minh,True
879,,,,,,,,,10.75337,106.70464,183,Đường Tôn Thất Thuyết,Phường 4,Quận 4,Hồ Chí Minh,True
880,,,,,,,,,,,,,,,,True
881,,,,,,,,,10.76098,106.69688,151,Đường Bến Vân Đồn,Phường 2,Quận 4,Hồ Chí Minh,True
882,,,,,,,,,10.77296,106.68149,11,Đường Số 2,Phường 4,Quận 3,Hồ Chí Minh,True
883,,,,,,,,,10.74601,106.6788,23,Đường Âu Dương Lân,Phường 3,Quận 8,Hồ Chí Minh,True
884,,,,,,,,,36.3116,139.20368,7,,,伊勢崎市,,True
885,,,,,,,,,,,,,,,,True
886,,,,,,,,,10.75571,106.70587,316,Đường Tôn Đản,Phường 4,Quận 4,Hồ Chí Minh,True
887,,,,,,,,,10.76109,106.70423,227,Hẻm 198 Đường Đoàn Văn Bơ,Phường 10,Quận 4,Hồ Chí Minh,True
888,,,,,,,,,9.46064,105.96739,,,Xã Ngọc Đông,Huyện Mỹ Xuyên,Sóc Trăng,True
889,,,,,,,,,10.76335,106.70214,58/53,Hẻm 58 Đoàn Văn Bơ,Phường 9,Quận 4,Hồ Chí Minh,True
890,,,,,,,,,10.76842,106.66357,100/39,Hẻm 100 Nguyễn Ngọc Lộc,Phường 14,Quận 10,Hồ Chí Minh,True
891,,,,,,,,,10.75342,106.71543,38,Đường Tôn Thất Thuyết,Phường 18,Quận 4,Hồ Chí Minh,True
892,,,,,,,,,10.76013,106.70599,,Hẻm 122 Tôn Đản,Phường 10,Quận 4,Hồ Chí Minh,True
893,,,,,,,,,10.76117,106.69966,29M,Đường Cư Xá Vĩnh Hội,Phường 6,Quận 4,Hồ Chí Minh,True
894,,,,,,,,,10.7632,106.70364,145,Đường Hoàng Diệu,Phường 9,Quận 4,Hồ Chí Minh,True
895,,,,,,,,,11.58886,106.17534,,,Xã Tân Hiệp,Huyện Tân Châu,Tây Ninh,True
896,,,,,,,,,10.75469,106.69213,M1,Đường Tôn Thất Thuyết,Phường 1,Quận 4,Hồ Chí Minh,True
897,,,,,,,,,10.7535,106.70687,,Hẻm 154 Tôn Thất Thuyết,Phường 15,Quận 4,Hồ Chí Minh,True
898,,,,,,,,,10.75329,106.69522,11B,Đường Nguyễn Khoái,Phường 1,Quận 4,Hồ Chí Minh,True
899,,,,,,,,,10.76017,106.70898,,Hẻm 10 Đường Đoàn Văn Bơ,Phường 14,Quận 4,Hồ Chí Minh,True
900,,,,,,,,,10.3665,106.37011,,,,,Tiền Giang,True
901,,,,,,,,,10.7649,106.70929,53,Đường Đoàn Như Hài,Phường 13,Quận 4,Hồ Chí Minh,True
8785,13423662.0,hồ chí minh,quận 4,"04 lê văn linh, p12, quận 4, tp. hồ chí minh",703283.0,2020-06-25,2022-12-27,3949,,,,,,,,
8786,3971257.0,hồ chí minh,quận 4,"148/2/3 tôn đản,  phường 10, quận 4,  tp. hcm",314535.0,2018-08-21,2024-03-31,61,,,,,,,,
8787,28975850.0,hồ chí minh,quận 4,"cc the goldview, phường 1, quận 4, tphcm",500373042.0,2023-11-10,2025-11-30,61,,,,,,,,
8788,7914361.0,hồ chí minh,quận 4,69 lê quốc hưng - phường 12 - quận 4 -hồ chí minh,493767.0,2019-07-31,2021-08-15,77,,,,,,,,
8789,16934035.0,hồ chí minh,quận 4,quảng tâm - tp thanh hoá - thanh hoá,500348580.0,2023-10-13,2024-10-10,Cà phê,,,,,,,,
8790,33589847.0,hồ chí minh,quận 4,"132 bến vân đồn, phường 6, quận 4, tp.hcm",1107604.0,2021-09-13,2023-12-09,77,,,,,,,,
8791,6568364.0,hồ chí minh,quận 4,"285 hoàng diệu, phường 6, quận 4, thành phố hồ chí minh",439751.0,2019-04-30,2025-08-05,77,,,,,,,,
8792,52949674.0,hồ chí minh,quận 4,"17/6k đường số 22, linh đông, thành phố thủ đức, thành phố hồ chí minh",500301257.0,2023-08-26,2024-08-24,77,,,,,,,,
8793,5936356.0,hồ chí minh,quận 4,"lô m2 chung cư tôn thất thuyết , phường 1 , quận 4 , thành phố hồ chí minh",402827.0,2019-03-28,2020-04-03,77,,,,,,,,
8794,4984841.0,hồ chí minh,quận 4,"132/150 đoàn văn bơ, phường 4, quận 4 , thành phố hồ chí minh.",355074.0,2018-11-30,2019-12-20,65,,,,,,,,
8795,11080682.0,hồ chí minh,quận 4,360a bên vân đồn - phường 1 - quận 4 - tp.hcm,616686.0,2020-03-04,2021-03-02,77,,,,,,,,
8796,35173511.0,hồ chí minh,quận 4,"186 đoàn văn bơ, phường 8, quận 4, hồ chí minh",557888.0,2021-10-16,2023-10-22,65,,,,,,,,
8797,19141254.0,hồ chí minh,quận 4,"48 hoàng diệu, phường 12, quận 4, thành phố hồ chí minh",832670.0,2020-12-07,2021-12-06,65,,,,,,,,
8798,73232.0,hồ chí minh,quận 4,"29 tân vĩnh, phường 4,quận 4, tp.hcm",24324.0,,2019-01-21,77,,,,,,,,
8799,11086294.0,hồ chí minh,quận 4,"12/49 nguyễn khoái, p.2, q.4, tp. hồ chí minh",620373.0,2020-02-25,2021-02-24,77,,,,,,,,
8800,15481877.0,hồ chí minh,quận 4,20/142 đoàn văn bơ-p9-q4-hcm,769360.0,2020-09-16,2022-12-25,67,,,,,,,,
8801,3424572.0,hồ chí minh,quận 4,"90 bis, tôn thất thuyết, phường 16, quận 4, thành phố hồ chí minh",292806.0,2018-06-15,2022-06-19,77,,,,,,,,
8802,10651620.0,hồ chí minh,quận 4,"phòng 020, lô m2, chung cư tôn thất thuyết ,phường 01, quận 4, tphcm",604969.0,2020-01-20,2021-01-30,77,,,,,,,,
8803,41503087.0,hồ chí minh,quận 4,"105d bến vân đồn, phường 9, quận 4, thành phố hồ chí minh",1378923.0,2022-07-20,2023-07-09,3949,,,,,,,,
8804,56623155.0,hồ chí minh,quận 4,"109-111 đường 08, khu dân cư trung sơn, xã bình hưng, huyện bình chánh, thành phố hồ chí minh, việt nam",500399342.0,2023-11-30,2025-11-30,61,,,,,,,,
8805,27433357.0,hồ chí minh,quận 4,"184/1 tôn đản, p8, quận 4, tp.hcm",920609.0,2021-04-27,2022-05-05,77,,,,,,,,
8806,36909774.0,hồ chí minh,quận 4,"243/11 tôn thất thuyết, p3, q4, hcm",1194717.0,2021-12-31,2022-02-08,73,,,,,,,,
8807,57933021.0,hồ chí minh,quận 4,"79/5c tôn thất thuyết, p.1, q.4, tphcm",200057191.0,2023-12-29,2026-06-27,Nails Mi,,,,,,,,
8808,51999537.0,hồ chí minh,quận 4,"45/17 lương minh nguyệt, tân thới hòa, tân phú, hồ chí minh",500271097.0,2023-07-19,2025-10-25,Cà phê,,,,,,,,
8809,39308642.0,hồ chí minh,quận 4,"101 vĩnh hội, p4, q4, hcm",1297937.0,2022-04-15,2024-04-17,11957,,,,,,,,
8810,2948905.0,hồ chí minh,quận 4,"f48  cư xá vĩnh hội, bến vân đồn, phường 5, quận 4, thành phố hồ chí minh.",271026.0,2018-05-04,2019-08-15,63,,,,,,,,
8811,12057668.0,hồ chí minh,quận 4,"93 đường số 45, p.6 quận 4 tp. hồ chí minh",658208.0,2020-04-09,2024-04-16,9,,,,,,,,
8812,4004725.0,hồ chí minh,quận 4,"45 nguyễn khoái, phường 1, quận 4, thành phố hồ chí minh",1219917.0,2018-08-24,2023-12-31,15,,,,,,,,
8813,246303.0,hồ chí minh,quận 4,"149/12b tôn thất thuyết , p.15 , q.4 , tphcm",914440.0,2021-04-13,2022-04-22,77,,,,,,,,
8814,35019853.0,hồ chí minh,quận 4,"cửa sau 77 vĩnh hội, phường 4, quận 4, tp. hcm",1134383.0,2021-10-13,2025-01-09,65,,,,,,,,
8815,44509633.0,hồ chí minh,quận 4,"cao ốc h3, hoàng diệu, p6, q4, hcm",200020260.0,2022-10-31,2028-04-26,63922,,,,,,,,
8816,33335453.0,hồ chí minh,quận 4,"c200/19a xóm chiếu  , phường 15 , quận 4 , hcm",1102798.0,2021-09-13,2024-01-09,61,,,,,,,,
8817,24761160.0,hồ chí minh,quận 4,"12 hoàng diệu p,12 q.4",893872.0,2021-04-01,2023-06-30,3949,,,,,,,,
8818,2160221.0,hồ chí minh,quận 4,"254/57/5 bến vân đồn, phường 5, quận 4, tp. hồ chí minh",545600.0,2019-11-08,2020-11-07,61,,,,,,,,
8819,15454167.0,hồ chí minh,quận 4,"78/31/7b khánh hội, p.4,q.4",767480.0,2020-09-12,2022-12-10,9,,,,,,,,
8820,42366609.0,hồ chí minh,quận 4,"117/4 đoàn văn bơ, phường 13, quận 4, tp. hồ chí minh",1418209.0,2022-08-18,2024-11-15,Vàng bạc,,,,,,,,
8821,35438373.0,hồ chí minh,quận 4,"369 đường nguyễn tất thành , phường 18, quận 4 , tp hồ chí minh",1142635.0,2021-10-30,2024-01-23,65,,,,,,,,
8822,41280762.0,hồ chí minh,quận 4,"ấp định nghĩa, định thủy, mỏ cày nam, bến tre.",500397762.0,2023-11-30,2027-11-30,61,,,,,,,,
8823,51460501.0,hồ chí minh,quận 4,"d2 đường số 38,p.4,q.4",500251671.0,2023-06-22,2024-06-30,Trà sữa/Đồ uống,,,,,,,,
8824,13387107.0,hồ chí minh,quận 4,"166 bến vân đồn, phường 6, quận 4, hcm",708087.0,2020-06-22,2026-09-22,3949,,,,,,,,
8825,37183455.0,hồ chí minh,quận 4,"144 nguyễn tất thành, phường 13, quận 4, hồ chí minh",1208773.0,2021-12-23,2024-03-29,3949,,,,,,,,
8826,1979865.0,hồ chí minh,quận 4,"chung cư khánh hội 1 - 360c bến vân đồn, phường 1, q.4",220253.0,,2024-03-13,15,,,,,,,,
8827,55889362.0,hồ chí minh,quận 4,"384 hoàng diệu, phường 06, quận 4, thành phố hồ chí minh, việt nam",500367192.0,2023-11-02,2024-12-01,73,,,,,,,,
8828,13091084.0,hồ chí minh,quận 4,"block b, 132 bến vân đồn, phường 6, quận 4, tp hcm",693482.0,2020-06-03,2022-09-16,15,,,,,,,,
8829,43415762.0,hồ chí minh,quận 4,"17 lê thạch phường 12,quận 4",1473097.0,2022-09-20,2027-09-29,Vàng bạc,,,,,,,,
8830,7518323.0,hồ chí minh,quận 4,số 266/80 tôn đản - p.8 - q4 - hồ chí minh,478730.0,2019-07-13,2024-07-12,77,,,,,,,,
8831,39147751.0,hồ chí minh,quận 4,"số 47 đường 45, phường 6, quận 4, tp hcm",1290547.0,2022-04-04,2023-04-15,75,,,,,,,,
8832,8072207.0,hồ chí minh,quận 4,"100/25 tôn đán, phường 10, quận 4, thành phố hồ chí minh",502587.0,2019-08-20,2022-08-19,77,,,,,,,,
8833,10341505.0,hồ chí minh,quận 4,"11a đường số 5, phường 6, quận 4, hcm",594319.0,2019-12-19,2023-05-16,77,,,,,,,,
8834,9417427.0,hồ chí minh,quận 4,"186 đoàn văn bơ, phường 8, quận 4, hồ chí minh",557888.0,2019-10-23,2023-10-22,77,,,,,,,,
8835,34735016.0,hồ chí minh,quận 4,"98 tôn thất thuyết, p15, quận 4, hồ chí minh",1128282.0,2021-10-10,2024-02-08,Ngành khác,,,,,,,,
8836,1549970.0,hồ chí minh,quận 4,"19 trương định, phường 6, quận 3, thành phố hồ chí minh.",345173.0,2018-10-31,2024-10-02,63,,,,,,,,
